scope	mode	seq	dir	len	bip39_words	bip39_windows	bip39_valid	el_win12_13	el_valid12_13	el_win_all	el_valid_all	old_windows	wif_bip38_valid
all+p79hand	w05	boldrun_last	fwd	53	17	54	1	164	0	923	0	4	0
all+p79hand	w05	boldrun_last	rev	53	17	54	1	164	5	923	6	4	0
all+p79hand	w05	sent_emph_first	fwd	66	15	35	1	216	1	1261	4	1	0
all+p79hand	w05	sent_emph_first	rev	66	15	35	2	216	4	1261	7	1	0
all+p79hand	w05	sent_emph_last	fwd	66	14	58	2	321	2	1872	15	8	0
all+p79hand	w05	sent_emph_last	rev	66	14	58	1	321	2	1872	10	8	0
all+p79hand	w05	esent_first	fwd	66	11	9	2	218	1	1274	6	1	0
all+p79hand	w05	esent_first	rev	66	11	9	0	218	1	1274	4	1	0
all+p79hand	w05	esent_last	fwd	66	16	77	1	331	3	1937	7	8	0
all+p79hand	w05	esent_last	rev	66	16	77	5	331	3	1937	8	8	0
all+p79hand	any	emph	fwd	537	120	2890	72	3131	8	20137	122	217	0
all+p79hand	any	emph	rev	537	120	2890	66	3131	27	20137	118	217	0
all+p79hand	any	bold_nobar	fwd	321	70	1550	17	1855	7	11843	72	59	0
all+p79hand	any	bold_nobar	rev	321	70	1550	49	1855	11	11843	56	59	0
all+p79hand	any	nonemph	fwd	724	149	3720	91	4241	18	27352	120	266	0
all+p79hand	any	nonemph	rev	724	149	3720	77	4241	15	27352	153	266	0
all+p79hand	any	runfirst	fwd	79	14	38	0	264	1	1573	4	0	0
all+p79hand	any	runfirst	rev	79	14	38	1	264	2	1573	8	0	0
all+p79hand	any	runlast	fwd	79	19	100	1	264	0	1573	11	5	0
all+p79hand	any	runlast	rev	79	19	100	4	264	0	1573	4	5	0
all+p79hand	any	before	fwd	79	16	47	3	407	0	2431	4	3	0
all+p79hand	any	before	rev	79	16	47	2	407	0	2431	7	3	0
all+p79hand	any	after	fwd	79	10	7	0	270	3	1612	5	0	0
all+p79hand	any	after	rev	79	10	7	0	270	0	1612	13	0	0
all+p79hand	any	runfirst_L	fwd	132	29	200	7	713	2	4420	13	13	0
all+p79hand	any	runfirst_L	rev	132	29	200	6	713	2	4420	22	13	0
all+p79hand	any	runlast_L	fwd	132	27	455	11	711	1	4407	27	19	0
all+p79hand	any	runlast_L	rev	132	27	455	14	711	0	4407	20	19	0
all+p79hand	any	boldrun_first	fwd	53	10	15	3	164	0	923	6	0	0
all+p79hand	any	boldrun_first	rev	53	10	15	0	164	0	923	2	0	0
all+p79hand	any	boldrun_last	fwd	53	15	35	0	164	0	923	6	2	0
all+p79hand	any	boldrun_last	rev	53	15	35	1	164	3	923	6	2	0
all+p79hand	any	sent_emph_first	fwd	68	14	21	1	224	0	1313	7	0	0
all+p79hand	any	sent_emph_first	rev	68	14	21	2	224	1	1313	3	0	0
all+p79hand	any	sent_emph_last	fwd	68	15	65	2	333	0	1950	10	8	0
all+p79hand	any	sent_emph_last	rev	68	15	65	2	333	1	1950	9	8	0
all+p79hand	any	esent_first	fwd	68	11	12	1	226	2	1326	5	1	0
all+p79hand	any	esent_first	rev	68	11	12	1	226	2	1326	5	1	0
all+p79hand	any	esent_last	fwd	68	16	82	2	343	3	2015	6	9	0
all+p79hand	any	esent_last	rev	68	16	82	4	343	0	2015	5	9	0
all-no79	w10	emph	fwd	359	76	1720	46	2063	2	13195	55	135	0
all-no79	w10	emph	rev	359	76	1720	48	2063	15	13195	64	135	0
all-no79	w10	bold_nobar	fwd	188	39	720	15	1057	4	6656	28	28	0
all-no79	w10	bold_nobar	rev	188	39	720	19	1057	0	6656	28	28	0
all-no79	w10	nonemph	fwd	674	130	3350	83	3955	12	25493	103	238	0
all-no79	w10	nonemph	rev	674	130	3350	75	3955	17	25493	132	238	0
all-no79	w10	runfirst	fwd	49	10	7	0	144	0	793	3	0	0
all-no79	w10	runfirst	rev	49	10	7	1	144	1	793	8	0	0
all-no79	w10	runlast	fwd	49	9	15	1	144	1	793	6	0	0
all-no79	w10	runlast	rev	49	9	15	1	144	0	793	3	0	0
all-no79	w10	before	fwd	49	11	9	2	150	3	832	3	0	0
all-no79	w10	before	rev	49	11	9	0	150	1	832	3	0	0
all-no79	w10	after	fwd	48	7	1	0	146	1	806	4	0	0
all-no79	w10	after	rev	48	7	1	0	146	0	806	3	0	0
all-no79	w10	runfirst_L	fwd	84	22	96	4	425	4	2548	12	7	0
all-no79	w10	runfirst_L	rev	84	22	96	4	425	0	2548	12	7	0
all-no79	w10	runlast_L	fwd	84	13	155	5	423	4	2535	15	6	0
all-no79	w10	runlast_L	rev	84	13	155	9	423	2	2535	18	6	0
all-no79	w10	boldrun_first	fwd	27	6	1	0	60	0	247	0	0	0
all-no79	w10	boldrun_first	rev	27	6	1	0	60	0	247	0	0	0
all-no79	w10	boldrun_last	fwd	27	8	1	0	60	0	247	0	0	0
all-no79	w10	boldrun_last	rev	27	8	1	0	60	0	247	3	0	0
all-no79	w10	sent_emph_first	fwd	51	13	17	2	156	2	871	4	0	0
all-no79	w10	sent_emph_first	rev	51	13	17	1	156	0	871	3	0	0
all-no79	w10	sent_emph_last	fwd	51	9	18	1	231	4	1287	20	1	0
all-no79	w10	sent_emph_last	rev	51	9	18	1	231	2	1287	12	1	0
all-no79	w10	esent_first	fwd	51	9	3	1	158	1	884	3	0	0
all-no79	w10	esent_first	rev	51	9	3	0	158	1	884	4	0	0
all-no79	w10	esent_last	fwd	51	11	26	0	239	0	1339	6	2	0
all-no79	w10	esent_last	rev	51	11	26	1	239	2	1339	7	2	0
all-no79	w10	bar_all	fwd	171	37	660	13	937	3	5876	43	57	0
all-no79	w10	bar_all	rev	171	37	660	29	937	5	5876	30	57	0
all-no79	w10	orange	fwd	87	16	141	6	437	2	2626	18	17	0
all-no79	w10	orange	rev	87	16	141	6	437	0	2626	5	17	0
all-no79	w10	black	fwd	57	12	23	0	180	2	1027	3	3	0
all-no79	w10	black	rev	57	12	23	2	180	1	1027	6	3	0
all-no79	w10	white	fwd	27	9	1	0	31	0	130	1	0	0
all-no79	w10	white	rev	27	9	1	0	31	1	130	1	0	0
all-no79	w10	under_strike	fwd	15	4	0	0	14	0	20	0	0	0
all-no79	w10	under_strike	rev	15	4	0	0	14	0	20	0	0	0
all-no79	w10	sent_first	fwd	77	11	18	0	262	0	1560	4	1	0
all-no79	w10	sent_first	rev	77	11	18	0	262	1	1560	8	1	0
all-no79	w10	sent_last	fwd	77	19	110	3	391	7	2327	18	10	0
all-no79	w10	sent_last	rev	77	19	110	3	391	0	2327	4	10	0
all-no79	w05	emph	fwd	385	82	1910	41	2219	5	14209	57	147	0
all-no79	w05	emph	rev	385	82	1910	38	2219	19	14209	76	147	0
all-no79	w05	bold_nobar	fwd	214	45	910	20	1213	5	7670	34	34	0
all-no79	w05	bold_nobar	rev	214	45	910	17	1213	1	7670	40	34	0
all-no79	w05	nonemph	fwd	648	124	3160	66	3799	15	24479	103	226	0
all-no79	w05	nonemph	rev	648	124	3160	78	3799	17	24479	127	226	0
all-no79	w05	runfirst	fwd	63	13	37	2	200	1	1157	6	0	0
all-no79	w05	runfirst	rev	63	13	37	5	200	0	1157	4	0	0
all-no79	w05	runlast	fwd	63	11	45	0	200	0	1157	1	1	0
all-no79	w05	runlast	rev	63	11	45	2	200	0	1157	1	1	0
all-no79	w05	before	fwd	63	12	19	0	206	0	1196	4	1	0
all-no79	w05	before	rev	63	12	19	2	206	0	1196	8	1	0
all-no79	w05	after	fwd	62	10	12	0	202	0	1170	8	0	0
all-no79	w05	after	rev	62	10	12	0	202	1	1170	5	0	0
all-no79	w05	runfirst_L	fwd	99	25	150	6	515	6	3133	17	9	0
all-no79	w05	runfirst_L	rev	99	25	150	0	515	4	3133	21	9	0
all-no79	w05	runlast_L	fwd	99	15	232	5	513	3	3120	12	9	0
all-no79	w05	runlast_L	rev	99	15	232	9	513	1	3120	14	9	0
all-no79	w05	boldrun_first	fwd	41	9	18	1	116	0	611	0	0	0
all-no79	w05	boldrun_first	rev	41	9	18	1	116	2	611	4	0	0
all-no79	w05	boldrun_last	fwd	41	10	15	0	116	0	611	0	0	0
all-no79	w05	boldrun_last	rev	41	10	15	0	116	5	611	6	0	0
all-no79	w05	sent_emph_first	fwd	56	11	12	1	176	1	1001	4	0	0
all-no79	w05	sent_emph_first	rev	56	11	12	2	176	4	1001	7	0	0
all-no79	w05	sent_emph_last	fwd	56	8	18	1	261	2	1482	13	3	0
all-no79	w05	sent_emph_last	rev	56	8	18	1	261	1	1482	7	3	0
all-no79	w05	esent_first	fwd	56	9	3	1	178	1	1014	2	0	0
all-no79	w05	esent_first	rev	56	9	3	0	178	1	1014	4	0	0
all-no79	w05	esent_last	fwd	56	11	30	1	269	2	1534	5	3	0
all-no79	w05	esent_last	rev	56	11	30	2	269	3	1534	8	3	0
all-no79	any	emph	fwd	425	88	2090	48	2459	2	15769	80	157	0
all-no79	any	emph	rev	425	88	2090	45	2459	22	15769	94	157	0
all-no79	any	bold_nobar	fwd	254	51	1090	9	1453	4	9230	42	39	0
all-no79	any	bold_nobar	rev	254	51	1090	27	1453	8	9230	42	39	0
all-no79	any	nonemph	fwd	608	118	2980	73	3559	16	22919	101	216	0
all-no79	any	nonemph	rev	608	118	2980	61	3559	12	22919	129	216	0
all-no79	any	runfirst	fwd	63	8	9	0	200	1	1157	4	0	0
all-no79	any	runfirst	rev	63	8	9	0	200	2	1157	6	0	0
all-no79	any	runlast	fwd	63	9	30	0	200	0	1157	7	0	0
all-no79	any	runlast	rev	63	9	30	1	200	0	1157	4	0	0
all-no79	any	before	fwd	63	13	24	3	206	0	1196	2	0	0
all-no79	any	before	rev	63	13	24	1	206	0	1196	2	0	0
all-no79	any	after	fwd	62	7	2	0	202	3	1170	5	0	0
all-no79	any	after	rev	62	7	2	0	202	0	1170	9	0	0
all-no79	any	runfirst_L	fwd	106	20	108	5	557	2	3406	10	7	0
all-no79	any	runfirst_L	rev	106	20	108	4	557	1	3406	16	7	0
all-no79	any	runlast_L	fwd	106	16	236	5	555	1	3393	22	9	0
all-no79	any	runlast_L	rev	106	16	236	8	555	0	3393	13	9	0
all-no79	any	boldrun_first	fwd	41	4	2	1	116	0	611	4	0	0
all-no79	any	boldrun_first	rev	41	4	2	0	116	0	611	2	0	0
all-no79	any	boldrun_last	fwd	41	8	7	0	116	0	611	4	0	0
all-no79	any	boldrun_last	rev	41	8	7	1	116	3	611	5	0	0
all-no79	any	sent_emph_first	fwd	58	10	5	0	184	0	1053	6	0	0
all-no79	any	sent_emph_first	rev	58	10	5	0	184	1	1053	2	0	0
all-no79	any	sent_emph_last	fwd	58	9	22	0	273	0	1560	10	3	0
all-no79	any	sent_emph_last	rev	58	9	22	1	273	1	1560	8	3	0
all-no79	any	esent_first	fwd	58	9	5	0	186	2	1066	3	0	0
all-no79	any	esent_first	rev	58	9	5	1	186	2	1066	4	0	0
all-no79	any	esent_last	fwd	58	11	35	2	281	2	1612	4	4	0
all-no79	any	esent_last	rev	58	11	35	2	281	0	1612	4	4	0
p75	w10	emph	fwd	77	21	112	2	256	0	1521	7	4	0
p75	w10	emph	rev	77	21	112	2	256	0	1521	4	4	0
p75	w10	bold_nobar	fwd	34	10	9	2	90	0	442	1	0	0
p75	w10	bold_nobar	rev	34	10	9	0	90	0	442	2	0	0
p75	w10	nonemph	fwd	208	43	435	10	784	0	4953	22	25	0
p75	w10	nonemph	rev	208	43	435	8	784	0	4953	18	25	0
p75	w10	runfirst	fwd	14	6	0	0	10	0	12	0	0	0
p75	w10	runfirst	rev	14	6	0	0	10	0	12	0	0	0
p75	w10	runlast	fwd	14	4	0	0	6	0	7	0	0	0
p75	w10	runlast	rev	14	4	0	0	6	0	7	0	0	0
p75	w10	before	fwd	14	5	0	0	5	0	6	0	0	0
p75	w10	before	rev	14	5	0	0	5	0	6	0	0	0
p75	w10	after	fwd	14	2	0	0	10	0	12	0	0	0
p75	w10	after	rev	14	2	0	0	10	0	12	0	0	0
p75	w10	runfirst_L	fwd	22	8	3	1	42	0	132	0	0	0
p75	w10	runfirst_L	rev	22	8	3	0	42	0	132	0	0	0
p75	w10	runlast_L	fwd	22	7	1	1	38	1	111	1	0	0
p75	w10	runlast_L	rev	22	7	1	0	38	0	111	0	0	0
p75	w10	boldrun_first	fwd	8	3	0	0	0	0	0	0	0	0
p75	w10	boldrun_first	rev	8	3	0	0	0	0	0	0	0	0
p75	w10	boldrun_last	fwd	8	3	0	0	0	0	0	0	0	0
p75	w10	boldrun_last	rev	8	3	0	0	0	0	0	0	0	0
p75	w10	sent_emph_first	fwd	14	7	0	0	10	0	12	0	0	0
p75	w10	sent_emph_first	rev	14	7	0	0	10	0	12	0	0	0
p75	w10	sent_emph_last	fwd	14	3	0	0	8	0	9	0	0	0
p75	w10	sent_emph_last	rev	14	3	0	0	8	0	9	0	0	0
p75	w10	esent_first	fwd	14	4	0	0	10	0	12	0	0	0
p75	w10	esent_first	rev	14	4	0	0	10	0	12	0	0	0
p75	w10	esent_last	fwd	14	4	0	0	5	0	6	0	0	0
p75	w10	esent_last	rev	14	4	0	0	5	0	6	0	0	0
p75	w10	bar_all	fwd	43	11	12	0	120	0	637	8	0	0
p75	w10	bar_all	rev	43	11	12	2	120	0	637	2	0	0
p75	w10	orange	fwd	30	9	2	0	68	0	299	1	0	0
p75	w10	orange	rev	30	9	2	1	68	0	299	0	0	0
p75	w10	black	fwd	13	2	0	0	6	0	6	0	0	0
p75	w10	black	rev	13	2	0	0	6	0	6	0	0	0
p75	w10	white	fwd	0	0	0	0	0	0	0	0	0	0
p75	w10	white	rev	0	0	0	0	0	0	0	0	0	0
p75	w10	under_strike	fwd	6	3	0	0	0	0	0	0	0	0
p75	w10	under_strike	rev	6	3	0	0	0	0	0	0	0	0
p75	w10	sent_first	fwd	27	6	0	0	62	0	260	0	0	0
p75	w10	sent_first	rev	27	6	0	0	62	0	260	1	0	0
p75	w10	sent_last	fwd	27	11	7	1	60	2	247	2	0	0
p75	w10	sent_last	rev	27	11	7	0	60	0	247	0	0	0
p75	w05	emph	fwd	88	22	141	4	300	2	1807	11	7	0
p75	w05	emph	rev	88	22	141	2	300	3	1807	5	7	0
p75	w05	bold_nobar	fwd	45	11	26	1	134	0	728	3	0	0
p75	w05	bold_nobar	rev	45	11	26	0	134	1	728	4	0	0
p75	w05	nonemph	fwd	197	42	405	7	740	0	4667	22	22	0
p75	w05	nonemph	rev	197	42	405	9	740	0	4667	16	22	0
p75	w05	runfirst	fwd	20	7	2	1	34	1	90	1	0	0
p75	w05	runfirst	rev	20	7	2	0	34	0	90	0	0	0
p75	w05	runlast	fwd	20	4	0	0	30	0	73	0	0	0
p75	w05	runlast	rev	20	4	0	0	30	0	73	0	0	0
p75	w05	before	fwd	20	6	0	0	17	0	45	0	0	0
p75	w05	before	rev	20	6	0	0	17	0	45	0	0	0
p75	w05	after	fwd	20	4	0	0	34	0	90	1	0	0
p75	w05	after	rev	20	4	0	0	34	0	90	0	0	0
p75	w05	runfirst_L	fwd	28	9	9	1	66	0	286	3	0	0
p75	w05	runfirst_L	rev	28	9	9	0	66	0	286	1	0	0
p75	w05	runlast_L	fwd	28	7	3	1	62	1	260	2	0	0
p75	w05	runlast_L	rev	28	7	3	0	62	0	260	0	0	0
p75	w05	boldrun_first	fwd	14	4	0	0	5	0	6	0	0	0
p75	w05	boldrun_first	rev	14	4	0	0	5	0	6	0	0	0
p75	w05	boldrun_last	fwd	14	3	0	0	5	0	6	0	0	0
p75	w05	boldrun_last	rev	14	3	0	0	5	0	6	0	0	0
p75	w05	sent_emph_first	fwd	15	5	0	0	14	0	20	0	0	0
p75	w05	sent_emph_first	rev	15	5	0	0	14	0	20	0	0	0
p75	w05	sent_emph_last	fwd	15	3	0	0	12	0	16	0	0	0
p75	w05	sent_emph_last	rev	15	3	0	0	12	0	16	0	0	0
p75	w05	esent_first	fwd	15	4	0	0	14	0	20	0	0	0
p75	w05	esent_first	rev	15	4	0	0	14	0	20	0	0	0
p75	w05	esent_last	fwd	15	4	0	0	7	0	10	0	0	0
p75	w05	esent_last	rev	15	4	0	0	7	0	10	0	0	0
p75	any	emph	fwd	101	26	190	4	352	0	2145	17	8	0
p75	any	emph	rev	101	26	190	4	352	1	2145	7	8	0
p75	any	bold_nobar	fwd	58	15	60	0	186	0	1066	7	0	0
p75	any	bold_nobar	rev	58	15	60	3	186	1	1066	3	0	0
p75	any	nonemph	fwd	184	38	355	13	688	2	4329	20	21	0
p75	any	nonemph	rev	184	38	355	4	688	0	4329	26	21	0
p75	any	runfirst	fwd	17	5	0	0	22	0	42	0	0	0
p75	any	runfirst	rev	17	5	0	0	22	0	42	0	0	0
p75	any	runlast	fwd	17	5	0	0	18	0	31	0	0	0
p75	any	runlast	rev	17	5	0	0	18	0	31	0	0	0
p75	any	before	fwd	17	6	0	0	11	0	21	0	0	0
p75	any	before	rev	17	6	0	0	11	0	21	0	0	0
p75	any	after	fwd	17	1	0	0	22	1	42	1	0	0
p75	any	after	rev	17	1	0	0	22	0	42	0	0	0
p75	any	runfirst_L	fwd	26	7	5	0	58	0	234	0	0	0
p75	any	runfirst_L	rev	26	7	5	0	58	0	234	1	0	0
p75	any	runlast_L	fwd	26	8	5	0	54	0	208	1	0	0
p75	any	runlast_L	rev	26	8	5	0	54	0	208	2	0	0
p75	any	boldrun_first	fwd	11	2	0	0	0	0	0	0	0	0
p75	any	boldrun_first	rev	11	2	0	0	0	0	0	0	0	0
p75	any	boldrun_last	fwd	11	4	0	0	0	0	0	0	0	0
p75	any	boldrun_last	rev	11	4	0	0	0	0	0	0	0	0
p75	any	sent_emph_first	fwd	15	5	0	0	14	0	20	0	0	0
p75	any	sent_emph_first	rev	15	5	0	0	14	1	20	1	0	0
p75	any	sent_emph_last	fwd	15	4	0	0	12	0	16	0	0	0
p75	any	sent_emph_last	rev	15	4	0	0	12	0	16	0	0	0
p75	any	esent_first	fwd	15	4	0	0	14	0	20	0	0	0
p75	any	esent_first	rev	15	4	0	0	14	0	20	0	0	0
p75	any	esent_last	fwd	15	4	0	0	7	0	10	0	0	0
p75	any	esent_last	rev	15	4	0	0	7	0	10	0	0	0
p76	w10	emph	fwd	61	10	12	0	196	0	1131	2	2	0
p76	w10	emph	rev	61	10	12	2	196	5	1131	9	2	0
p76	w10	bold_nobar	fwd	14	1	0	0	5	0	6	0	0	0
p76	w10	bold_nobar	rev	14	1	0	0	5	0	6	0	0	0
p76	w10	nonemph	fwd	213	33	680	12	1203	1	7605	22	49	0
p76	w10	nonemph	rev	213	33	680	19	1203	10	7605	45	49	0
p76	w10	runfirst	fwd	15	1	0	0	12	0	16	0	0	0
p76	w10	runfirst	rev	15	1	0	0	12	0	16	0	0	0
p76	w10	runlast	fwd	15	2	0	0	7	0	10	0	0	0
p76	w10	runlast	rev	15	2	0	0	7	0	10	0	0	0
p76	w10	before	fwd	14	1	0	0	10	0	12	0	0	0
p76	w10	before	rev	14	1	0	0	10	0	12	0	0	0
p76	w10	after	fwd	14	2	0	0	10	0	12	0	0	0
p76	w10	after	rev	14	2	0	0	10	0	12	0	0	0
p76	w10	runfirst_L	fwd	18	2	0	0	24	0	49	0	0	0
p76	w10	runfirst_L	rev	18	2	0	0	24	0	49	0	0	0
p76	w10	runlast_L	fwd	18	2	0	0	13	0	28	0	0	0
p76	w10	runlast_L	rev	18	2	0	0	13	0	28	0	0	0
p76	w10	boldrun_first	fwd	7	0	0	0	0	0	0	0	0	0
p76	w10	boldrun_first	rev	7	0	0	0	0	0	0	0	0	0
p76	w10	boldrun_last	fwd	7	1	0	0	0	0	0	0	0	0
p76	w10	boldrun_last	rev	7	1	0	0	0	0	0	0	0	0
p76	w10	sent_emph_first	fwd	14	1	0	0	10	0	12	0	0	0
p76	w10	sent_emph_first	rev	14	1	0	0	10	0	12	0	0	0
p76	w10	sent_emph_last	fwd	14	3	0	0	5	0	6	0	0	0
p76	w10	sent_emph_last	rev	14	3	0	0	5	0	6	0	0	0
p76	w10	esent_first	fwd	14	2	0	0	10	0	12	0	0	0
p76	w10	esent_first	rev	14	2	0	0	10	0	12	0	0	0
p76	w10	esent_last	fwd	14	2	0	0	10	0	12	0	0	0
p76	w10	esent_last	rev	14	2	0	0	10	0	12	0	0	0
p76	w10	bar_all	fwd	47	9	5	1	140	0	767	2	0	0
p76	w10	bar_all	rev	47	9	5	2	140	1	767	6	0	0
p76	w10	orange	fwd	24	3	0	0	25	0	91	1	0	0
p76	w10	orange	rev	24	3	0	0	25	0	91	0	0	0
p76	w10	black	fwd	23	6	0	0	44	0	144	0	0	0
p76	w10	black	rev	23	6	0	0	44	0	144	0	0	0
p76	w10	white	fwd	0	0	0	0	0	0	0	0	0	0
p76	w10	white	rev	0	0	0	0	0	0	0	0	0	0
p76	w10	under_strike	fwd	9	1	0	0	0	0	0	0	0	0
p76	w10	under_strike	rev	9	1	0	0	0	0	0	0	0	0
p76	w10	sent_first	fwd	21	2	0	0	38	0	110	1	0	0
p76	w10	sent_first	rev	21	2	0	0	38	0	110	1	0	0
p76	w10	sent_last	fwd	21	3	0	0	38	1	110	2	0	0
p76	w10	sent_last	rev	21	3	0	0	38	0	110	0	0	0
p76	w05	emph	fwd	65	11	18	0	212	1	1235	1	3	0
p76	w05	emph	rev	65	11	18	1	212	5	1235	10	3	0
p76	w05	bold_nobar	fwd	18	2	0	0	13	0	28	0	0	0
p76	w05	bold_nobar	rev	18	2	0	0	13	0	28	0	0	0
p76	w05	nonemph	fwd	209	32	650	14	1179	1	7449	22	47	0
p76	w05	nonemph	rev	209	32	650	17	1179	10	7449	38	47	0
p76	w05	runfirst	fwd	18	2	0	0	24	0	49	0	0	0
p76	w05	runfirst	rev	18	2	0	0	24	0	49	0	0	0
p76	w05	runlast	fwd	18	2	0	0	13	0	28	0	0	0
p76	w05	runlast	rev	18	2	0	0	13	0	28	0	0	0
p76	w05	before	fwd	17	1	0	0	22	0	42	0	0	0
p76	w05	before	rev	17	1	0	0	22	0	42	0	0	0
p76	w05	after	fwd	17	3	0	0	22	0	42	0	0	0
p76	w05	after	rev	17	3	0	0	22	0	42	0	0	0
p76	w05	runfirst_L	fwd	21	3	0	0	36	0	100	0	0	0
p76	w05	runfirst_L	rev	21	3	0	0	36	0	100	0	0	0
p76	w05	runlast_L	fwd	21	2	0	0	19	0	55	0	0	0
p76	w05	runlast_L	rev	21	2	0	0	19	0	55	0	0	0
p76	w05	boldrun_first	fwd	10	1	0	0	0	0	0	0	0	0
p76	w05	boldrun_first	rev	10	1	0	0	0	0	0	0	0	0
p76	w05	boldrun_last	fwd	10	1	0	0	0	0	0	0	0	0
p76	w05	boldrun_last	rev	10	1	0	0	0	0	0	0	0	0
p76	w05	sent_emph_first	fwd	16	1	0	0	18	0	30	0	0	0
p76	w05	sent_emph_first	rev	16	1	0	0	18	0	30	0	0	0
p76	w05	sent_emph_last	fwd	16	3	0	0	9	0	15	0	0	0
p76	w05	sent_emph_last	rev	16	3	0	0	9	0	15	0	0	0
p76	w05	esent_first	fwd	16	2	0	0	18	0	30	0	0	0
p76	w05	esent_first	rev	16	2	0	0	18	0	30	0	0	0
p76	w05	esent_last	fwd	16	2	0	0	18	0	30	0	0	0
p76	w05	esent_last	rev	16	2	0	0	18	0	30	0	0	0
p76	any	emph	fwd	74	12	31	0	248	0	1469	7	4	0
p76	any	emph	rev	74	12	31	2	248	6	1469	12	4	0
p76	any	bold_nobar	fwd	27	3	0	0	62	0	260	0	0	0
p76	any	bold_nobar	rev	27	3	0	0	62	0	260	0	0	0
p76	any	nonemph	fwd	200	31	610	9	1125	1	7098	18	45	0
p76	any	nonemph	rev	200	31	610	17	1125	7	7098	37	45	0
p76	any	runfirst	fwd	19	1	0	0	28	0	64	1	0	0
p76	any	runfirst	rev	19	1	0	0	28	1	64	1	0	0
p76	any	runlast	fwd	19	2	0	0	15	0	36	0	0	0
p76	any	runlast	rev	19	2	0	0	15	0	36	0	0	0
p76	any	before	fwd	18	2	0	0	26	0	56	0	0	0
p76	any	before	rev	18	2	0	0	26	0	56	1	0	0
p76	any	after	fwd	18	2	0	0	26	0	56	1	0	0
p76	any	after	rev	18	2	0	0	26	0	56	0	0	0
p76	any	runfirst_L	fwd	24	2	0	0	48	1	169	2	0	0
p76	any	runfirst_L	rev	24	2	0	0	48	0	169	2	0	0
p76	any	runlast_L	fwd	24	2	0	0	25	0	91	0	0	0
p76	any	runlast_L	rev	24	2	0	0	25	0	91	1	0	0
p76	any	boldrun_first	fwd	11	0	0	0	0	0	0	0	0	0
p76	any	boldrun_first	rev	11	0	0	0	0	0	0	0	0	0
p76	any	boldrun_last	fwd	11	1	0	0	0	0	0	0	0	0
p76	any	boldrun_last	rev	11	1	0	0	0	0	0	0	0	0
p76	any	sent_emph_first	fwd	16	1	0	0	18	0	30	0	0	0
p76	any	sent_emph_first	rev	16	1	0	0	18	0	30	0	0	0
p76	any	sent_emph_last	fwd	16	3	0	0	9	0	15	0	0	0
p76	any	sent_emph_last	rev	16	3	0	0	9	0	15	0	0	0
p76	any	esent_first	fwd	16	2	0	0	18	0	30	0	0	0
p76	any	esent_first	rev	16	2	0	0	18	0	30	0	0	0
p76	any	esent_last	fwd	16	2	0	0	18	0	30	0	0	0
p76	any	esent_last	rev	16	2	0	0	18	0	30	0	0	0
p77	w10	emph	fwd	72	16	47	2	238	0	1404	8	4	0
p77	w10	emph	rev	72	16	47	1	238	2	1404	9	4	0
p77	w10	bold_nobar	fwd	34	5	0	0	86	0	416	3	0	0
p77	w10	bold_nobar	rev	34	5	0	0	86	0	416	3	0	0
p77	w10	nonemph	fwd	191	39	750	24	1067	4	6721	29	67	0
p77	w10	nonemph	rev	191	39	750	15	1067	7	6721	40	67	0
p77	w10	runfirst	fwd	10	2	0	0	0	0	0	0	0	0
p77	w10	runfirst	rev	10	2	0	0	0	0	0	0	0	0
p77	w10	runlast	fwd	10	2	0	0	0	0	0	0	0	0
p77	w10	runlast	rev	10	2	0	0	0	0	0	0	0	0
p77	w10	before	fwd	10	2	0	0	0	0	0	0	0	0
p77	w10	before	rev	10	2	0	0	0	0	0	0	0	0
p77	w10	after	fwd	10	1	0	0	0	0	0	0	0	0
p77	w10	after	rev	10	1	0	0	0	0	0	0	0	0
p77	w10	runfirst_L	fwd	17	4	0	0	20	2	36	2	0	0
p77	w10	runfirst_L	rev	17	4	0	0	20	0	36	0	0	0
p77	w10	runlast_L	fwd	17	3	0	0	20	0	36	0	0	0
p77	w10	runlast_L	rev	17	3	0	0	20	0	36	0	0	0
p77	w10	boldrun_first	fwd	5	2	0	0	0	0	0	0	0	0
p77	w10	boldrun_first	rev	5	2	0	0	0	0	0	0	0	0
p77	w10	boldrun_last	fwd	5	2	0	0	0	0	0	0	0	0
p77	w10	boldrun_last	rev	5	2	0	0	0	0	0	0	0	0
p77	w10	sent_emph_first	fwd	10	3	0	0	0	0	0	0	0	0
p77	w10	sent_emph_first	rev	10	3	0	0	0	0	0	0	0	0
p77	w10	sent_emph_last	fwd	10	2	0	0	0	0	0	0	0	0
p77	w10	sent_emph_last	rev	10	2	0	0	0	0	0	0	0	0
p77	w10	esent_first	fwd	10	1	0	0	0	0	0	0	0	0
p77	w10	esent_first	rev	10	1	0	0	0	0	0	0	0	0
p77	w10	esent_last	fwd	10	4	0	0	0	0	0	0	0	0
p77	w10	esent_last	rev	10	4	0	0	0	0	0	0	0	0
p77	w10	bar_all	fwd	38	11	9	1	53	0	273	2	0	0
p77	w10	bar_all	rev	38	11	9	0	53	1	273	1	0	0
p77	w10	orange	fwd	11	2	0	0	0	0	0	0	0	0
p77	w10	orange	rev	11	2	0	0	0	0	0	0	0	0
p77	w10	black	fwd	0	0	0	0	0	0	0	0	0	0
p77	w10	black	rev	0	0	0	0	0	0	0	0	0	0
