page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
76	10	2316	'	172	4.31	8.00	10.77	19	0.968	0.998	0	13	2853	1510
76	10	2361	m	612	3.55	6.00	10.00	44	0.977	1.000	0	13	2898	1510
76	10	2405	i	295	3.30	5.66	8.00	33	0.883	0.943	0	71	2942	1510
76	10	2438	n	433	3.47	6.00	10.00	42	0.916	0.990	0	93	2975	1510
76	10	2480	d	447	3.16	4.47	7.21	39	0.906	0.998	0	33	3017	1510
76	10	2519	s	490	3.59	6.00	8.49	34	0.963	0.999	0	54	3056	1510
76	10	2553	.	145	5.22	10.00	12.00	19	0.925	0.998	0	10	3090	1510
76	11	183	T	546	3.60	6.00	8.49	38	1.000	1.000	0	3	720	1606
76	11	221	h	565	3.45	5.66	8.25	42	1.081	1.252	1	46	758	1606
76	11	263	e	539	3.84	6.00	10.00	34	1.059	1.019	0	112	800	1606
76	11	322	c	424	3.57	5.66	7.21	34	1.099	1.000	0	26	859	1606
76	11	356	o	479	3.73	6.00	8.00	34	1.044	1.073	0	68	893	1606
76	11	390	l	455	3.82	6.00	8.49	32	1.225	1.000	0	53	927	1606
76	11	422	l	448	3.85	6.00	8.49	35	1.206	1.000	0	53	959	1606
76	11	457	e	524	3.75	6.00	10.00	33	1.029	1.019	0	112	994	1606
76	11	490	c	412	3.52	5.66	8.00	35	1.068	1.000	0	26	1027	1606
76	11	525	t	407	3.65	6.00	10.00	34	1.009	1.091	1	96	1062	1606
76	11	559	i	338	3.63	6.00	8.49	25	1.011	1.000	0	71	1096	1606
76	11	584	v	463	3.88	6.26	10.00	37	1.046	1.007	0	13	1121	1606
76	11	621	e	519	3.71	6.00	10.00	33	1.019	1.019	0	112	1158	1606
76	11	679	u	509	3.79	6.00	8.94	42	1.011	1.000	0	34	1216	1606
76	11	721	n	466	3.63	6.00	10.00	38	0.986	0.990	0	93	1258	1606
76	11	759	c	398	3.41	5.66	7.21	36	1.032	1.000	0	26	1296	1606
76	11	795	o	443	3.52	5.66	7.21	37	0.965	1.011	0	68	1332	1606
76	11	832	n	477	3.69	6.00	10.00	41	1.009	0.990	0	93	1369	1606
76	11	873	s	544	3.83	6.00	8.49	34	1.069	0.999	0	54	1410	1606
76	11	907	c	376	3.31	5.66	7.21	36	0.975	1.000	0	26	1444	1606
76	11	943	i	337	3.47	6.00	7.21	31	1.008	1.000	0	71	1480	1606
76	11	974	o	436	3.49	5.66	7.21	37	0.950	1.011	0	68	1511	1606
76	11	1011	u	493	3.65	6.00	8.25	41	0.979	1.000	0	34	1548	1606
76	11	1052	s	521	3.77	6.00	10.00	37	1.024	0.999	0	54	1589	1606
76	11	1089	,	230	4.95	9.05	12.81	19	0.930	0.967	0	6	1626	1606
76	11	1134	c	378	3.30	5.66	7.21	35	0.980	1.000	0	26	1671	1606
76	11	1169	o	421	3.40	5.66	7.21	36	0.917	1.011	0	68	1706	1606
76	11	1205	n	439	3.48	6.00	10.00	37	0.929	0.990	0	93	1742	1606
76	11	1242	t	365	3.38	5.66	8.49	32	0.905	1.028	0	96	1779	1606
76	11	1274	r	393	3.63	6.00	8.25	37	0.970	1.000	0	48	1811	1606
76	11	1311	o	428	3.47	5.66	7.21	32	0.933	1.011	0	68	1848	1606
76	11	1343	l	403	3.56	6.00	8.00	34	1.085	1.000	0	53	1880	1606
76	11	1377	l	409	3.60	6.00	8.00	35	1.101	1.000	0	53	1914	1606
76	11	1412	e	469	3.52	5.66	10.00	36	0.921	0.960	0	112	1949	1606
76	11	1448	d	469	3.19	4.47	8.25	36	0.950	0.998	0	33	1985	1606
76	11	1508	n	445	3.53	6.00	10.00	39	0.941	0.990	0	93	2045	1606
76	11	1547	o	412	3.37	5.66	6.32	36	0.898	1.011	0	68	2084	1606
76	11	1583	w	515	3.61	6.00	10.00	43	0.967	1.000	0	10	2120	1606
76	11	1650	b	492	3.40	5.66	8.00	37	1.027	0.975	0	18	2187	1606
76	11	1687	y	544	3.71	6.00	10.00	38	0.929	0.981	0	15	2224	1606
76	11	1748	p	528	3.32	5.66	8.00	39	0.903	0.983	0	14	2285	1606
76	11	1787	s	524	3.72	6.00	10.00	33	1.030	0.999	0	54	2324	1606
76	11	1820	y	532	3.67	6.00	10.00	39	0.908	0.981	0	15	2357	1606
76	11	1859	c	366	3.22	4.47	6.32	34	0.949	0.791	0	26	2396	1606
76	11	1893	h	471	3.12	4.47	8.00	45	0.901	0.990	0	46	2430	1606
76	11	1938	o	415	3.35	5.66	7.21	35	0.904	1.011	0	68	2475	1606
76	11	1973	t	363	3.37	5.66	8.49	32	0.900	1.028	0	96	2510	1606
76	11	2005	i	314	3.36	6.00	8.00	31	0.940	1.000	0	71	2542	1606
76	11	2036	c	358	3.20	4.47	6.00	32	0.928	0.791	0	26	2573	1606
76	12	390	c	428	3.55	5.66	8.00	34	1.109	1.000	0	26	927	1715
76	12	424	a	563	3.52	5.66	8.25	38	1.128	1.255	1	71	961	1715
76	12	462	t	418	3.70	6.00	10.00	31	1.036	1.091	1	96	999	1715
76	12	493	s	568	3.89	6.00	8.94	32	1.116	0.999	0	54	1030	1715
76	12	525	,	244	5.05	9.68	13.42	20	0.987	1.034	0	6	1062	1715
76	12	570	p	583	3.48	5.66	8.00	34	0.997	0.983	0	14	1107	1715
76	12	604	l	432	3.70	6.00	8.25	34	1.163	1.000	0	53	1141	1715
76	12	638	a	499	3.43	5.66	7.21	35	1.000	1.255	1	71	1175	1715
76	12	673	y	613	3.83	6.32	10.77	43	1.047	1.034	0	15	1210	1715
76	12	716	s	555	3.92	6.00	10.00	31	1.090	0.999	0	54	1253	1715
76	12	774	"	337	4.27	8.00	8.00	25	1.037	1.550	1	4	1311	1715
76	12	799	F	524	3.38	5.66	8.25	42	0.989	1.000	0	4	1336	1715
76	12	841	r	410	3.68	6.00	8.25	36	1.012	1.000	0	48	1378	1715
76	12	877	i	335	3.44	6.00	8.00	33	1.002	1.000	0	71	1414	1715
76	12	910	e	487	3.60	6.00	8.94	36	0.957	1.019	0	112	1447	1715
76	12	946	n	466	3.57	6.00	10.00	38	0.986	0.990	0	93	1483	1715
76	12	984	d	485	3.26	5.66	8.00	38	0.983	1.262	1	33	1521	1715
76	12	1022	s	543	3.78	6.00	8.94	36	1.067	0.999	0	54	1559	1715
76	12	1058	"	313	4.15	6.32	8.00	29	0.963	1.225	0	4	1595	1715
76	12	1112	r	409	3.60	6.00	8.25	34	1.010	1.000	0	48	1649	1715
76	12	1146	e	478	3.52	5.66	8.94	33	0.939	0.960	0	112	1683	1715
76	12	1179	r	407	3.70	6.00	8.49	37	1.005	1.000	0	48	1716	1715
76	12	1216	u	488	3.63	6.00	8.00	41	0.969	1.000	0	34	1753	1715
76	12	1257	n	458	3.55	6.00	10.00	41	0.969	0.990	0	93	1794	1715
76	12	1298	s	525	3.75	6.00	8.94	36	1.031	0.999	0	54	1835	1715
76	12	1360	a	492	3.28	5.66	7.21	38	0.986	1.255	1	71	1897	1715
76	12	1398	l	390	3.45	6.00	8.00	32	1.050	1.000	0	53	1935	1715
76	12	1430	l	388	3.45	6.00	7.21	34	1.045	1.000	0	53	1967	1715
76	12	1490	d	452	3.17	4.47	7.21	33	0.916	0.998	0	33	2027	1715
76	12	1523	a	453	3.23	4.47	7.21	37	0.908	0.992	0	71	2060	1715
76	12	1560	y	546	3.57	6.00	10.00	41	0.932	0.981	0	15	2097	1715
76	12	1626	i	322	3.38	6.00	8.00	29	0.963	1.000	0	71	2163	1715
76	12	1655	n	446	3.53	6.00	10.00	36	0.943	0.990	0	93	2192	1715
76	12	1716	o	420	3.39	5.66	6.32	33	0.915	1.011	0	68	2253	1715
76	12	1749	u	493	3.65	6.00	8.25	41	0.979	1.000	0	34	2286	1715
76	12	1790	r	396	3.62	6.00	8.00	38	0.978	1.000	0	48	2327	1715
76	12	1852	h	448	3.06	4.47	7.21	43	0.857	0.990	0	46	2389	1715
76	12	1895	e	463	3.48	5.66	8.94	37	0.909	0.960	0	112	2432	1715
76	12	1932	a	484	3.23	4.47	7.21	41	0.970	0.992	0	71	2469	1715
76	12	1973	d	445	3.11	4.47	8.00	38	0.902	0.998	0	33	2510	1715
76	12	2011	s	515	3.70	6.00	8.94	33	1.012	0.999	0	54	2548	1715
76	12	2044	.	149	5.32	10.00	14.00	22	0.951	0.998	0	10	2581	1715
76	13	114	O	535	3.32	5.66	7.21	38	0.757	0.828	0	2	651	1818
76	13	152	u	550	3.93	6.00	8.94	42	1.092	1.000	0	34	689	1818
76	13	194	r	457	3.93	6.00	8.49	38	1.128	1.000	0	48	731	1818
76	13	254	i	366	3.60	6.00	8.49	30	1.095	1.000	0	71	791	1818
76	13	284	m	719	3.87	6.00	10.00	45	1.148	1.000	0	13	821	1818
76	13	329	a	564	3.58	6.00	8.00	42	1.130	1.331	1	71	866	1818
76	13	371	g	689	3.28	5.66	8.00	42	1.319	1.265	1	23	908	1818
76	13	413	i	368	3.56	6.00	8.00	31	1.101	1.000	0	71	950	1818
76	13	444	n	494	3.72	6.00	10.00	39	1.045	0.990	0	93	981	1818
76	13	483	a	543	3.40	5.66	7.21	41	1.088	1.255	1	71	1020	1818
76	13	524	t	401	3.65	6.00	10.00	29	0.994	1.091	1	96	1061	1818
76	13	553	i	357	3.53	6.00	8.00	31	1.068	1.000	0	71	1090	1818
76	13	584	o	444	3.54	5.66	6.32	35	0.967	1.011	0	68	1121	1818
76	13	619	n	476	3.63	6.00	10.00	40	1.007	0.990	0	93	1156	1818
76	13	659	s	575	3.95	6.32	10.00	36	1.130	1.053	0	54	1196	1818
76	13	721	a	508	3.34	5.66	7.21	39	1.018	1.255	1	71	1258	1818
76	13	760	n	479	3.67	6.00	10.00	38	1.013	0.990	0	93	1297	1818
76	13	798	d	484	3.23	4.47	7.21	38	0.981	0.998	0	33	1335	1818
76	13	861	i	346	3.48	6.00	8.25	28	1.035	1.000	0	71	1398	1818
76	13	889	n	457	3.57	6.00	10.00	39	0.967	0.990	0	93	1426	1818
76	13	928	v	424	3.81	6.00	10.00	37	0.958	0.966	0	13	1465	1818
76	13	965	e	487	3.52	5.66	8.94	34	0.957	0.960	0	112	1502	1818
76	13	999	n	452	3.57	6.00	10.00	41	0.956	0.990	0	93	1536	1818
76	13	1040	t	378	3.40	5.66	8.49	31	0.937	1.028	0	96	1577	1818
76	13	1071	i	347	3.52	6.00	8.00	29	1.038	1.000	0	71	1608	1818
76	13	1100	v	397	3.70	6.00	10.00	33	0.897	0.966	0	13	1637	1818
76	13	1133	e	490	3.53	5.66	8.94	35	0.962	0.960	0	112	1670	1818
76	13	1168	n	463	3.59	6.00	10.00	41	0.979	0.990	0	93	1705	1818
76	13	1209	e	476	3.53	5.66	10.00	36	0.935	0.960	0	112	1746	1818
76	13	1245	s	533	3.79	6.00	10.00	36	1.047	0.999	0	54	1782	1818
76	13	1281	s	531	3.77	6.00	10.00	35	1.043	0.999	0	54	1818	1818
76	13	1343	h	491	3.21	5.66	7.21	42	0.940	1.252	1	46	1880	1818
76	13	1385	a	484	3.30	5.66	7.21	37	0.970	1.255	1	71	1922	1818
76	13	1422	v	409	3.63	6.00	8.94	36	0.924	0.966	0	13	1959	1818
76	13	1458	e	464	3.47	5.66	10.00	33	0.911	0.960	0	112	1995	1818
76	13	1516	b	498	3.39	5.66	8.00	37	1.040	0.975	0	18	2053	1818
76	13	1553	e	472	3.53	5.66	8.94	36	0.927	0.960	0	112	2090	1818
76	13	1589	e	465	3.46	5.66	8.49	37	0.913	0.960	0	112	2126	1818
76	13	1626	n	452	3.55	6.00	10.00	40	0.956	0.990	0	93	2163	1818
76	13	1691	e	468	3.47	5.66	8.94	32	0.919	0.960	0	112	2228	1818
76	13	1723	u	480	3.53	6.00	8.49	41	0.953	1.000	0	34	2260	1818
76	13	1764	t	373	3.35	5.66	8.49	33	0.925	1.028	0	96	2301	1818
76	13	1797	h	463	3.09	4.47	8.00	43	0.886	0.990	0	46	2334	1818
76	13	1840	a	498	3.31	5.66	7.21	42	0.998	1.255	1	71	2377	1818
76	13	1882	n	441	3.50	6.00	10.00	39	0.933	0.990	0	93	2419	1818
76	13	1921	i	325	3.30	5.66	7.21	35	0.972	0.943	0	71	2458	1818
76	13	1956	z	418	3.44	5.66	10.00	36	0.780	0.894	0	3	2493	1818
76	13	1992	e	462	3.43	5.66	8.94	35	0.907	0.960	0	112	2529	1818
76	13	2027	d	452	3.19	4.47	7.21	40	0.916	0.998	0	33	2564	1818
76	15	249	p	615	3.62	6.00	10.00	37	1.051	1.043	0	14	786	2032
76	15	286	u	546	3.90	6.00	8.94	42	1.084	1.000	0	34	823	2032
76	15	328	t	417	3.63	6.00	10.00	32	1.034	1.091	1	96	865	2032
76	15	360	s	583	4.00	6.32	8.94	34	1.145	1.053	0	54	897	2032
76	15	420	a	546	3.51	5.66	8.00	37	1.094	1.255	1	71	957	2032
76	15	457	n	492	3.72	6.00	10.00	39	1.041	0.990	0	93	994	2032
76	15	521	e	517	3.71	6.00	10.00	35	1.015	1.019	0	112	1058	2032
76	15	556	n	495	3.72	6.00	10.00	40	1.047	0.990	0	93	1093	2032
76	15	596	d	506	3.33	5.66	8.25	37	1.025	1.262	1	33	1133	2032
76	15	656	t	401	3.58	5.66	10.00	30	0.994	1.028	0	96	1193	2032
76	15	686	o	451	3.57	5.66	7.21	35	0.983	1.011	0	68	1223	2032
76	15	744	t	393	3.52	5.66	10.00	32	0.974	1.028	0	96	1281	2032
76	15	776	h	511	3.23	4.47	8.00	43	0.978	0.990	0	46	1313	2032
76	15	819	e	480	3.55	5.66	8.94	33	0.943	0.960	0	112	1356	2032
76	15	876	p	564	3.43	5.66	8.25	36	0.964	0.983	0	14	1413	2032
76	15	912	a	491	3.39	5.66	8.00	34	0.984	1.255	1	71	1449	2032
76	15	946	p	596	3.41	5.66	8.25	41	1.019	0.983	0	14	1483	2032
76	15	987	e	479	3.57	5.66	10.00	35	0.941	0.960	0	112	1524	2032
76	15	1022	r	397	3.57	6.00	8.25	35	0.980	1.000	0	48	1559	2032
76	15	1080	c	384	3.32	5.66	7.21	31	0.995	1.000	0	26	1617	2032
76	15	1111	h	489	3.16	4.47	7.21	45	0.936	0.990	0	46	1648	2032
76	15	1156	a	502	3.30	5.66	8.00	40	1.006	1.255	1	71	1693	2032
76	15	1196	s	548	3.85	6.00	10.00	36	1.077	0.999	0	54	1733	2032
76	15	1232	e	482	3.52	5.66	8.94	34	0.947	0.960	0	112	1769	2032
76	15	1292	M	607	3.15	5.66	8.49	48	0.917	1.000	0	5	1829	2032
76	15	1340	a	490	3.23	4.47	8.00	41	0.982	0.992	0	71	1877	2032
76	15	1381	n	447	3.48	6.00	10.00	40	0.946	0.990	0	93	1918	2032
76	15	1421	h	493	3.18	4.47	8.00	45	0.943	0.990	0	46	1958	2032
76	15	1466	a	520	3.28	5.66	7.21	43	1.042	1.255	1	71	2003	2032
76	15	1509	t	348	3.36	5.66	8.49	26	0.863	1.028	0	96	2046	2032
76	15	1535	t	368	3.30	4.47	8.49	32	0.912	0.813	0	96	2072	2032
76	15	1567	a	492	3.25	4.47	7.21	41	0.986	0.992	0	71	2104	2032
76	15	1608	n	456	3.57	6.00	10.00	39	0.965	0.990	0	93	2145	2032
76	15	1673	B	521	3.20	5.66	8.00	45	0.686	0.879	0	4	2210	2032
76	15	1718	a	485	3.23	4.47	7.21	41	0.972	0.992	0	71	2255	2032
76	15	1759	n	449	3.47	6.00	10.00	41	0.950	0.990	0	93	2296	2032
76	15	1800	k	627	3.71	6.00	10.00	41	1.025	1.000	0	8	2337	2032
76	17	461	A	502	3.83	6.32	10.00	42	1.000	1.000	0	1	998	2251
76	17	528	m	699	3.77	6.00	10.00	46	1.116	1.000	0	13	1065	2251
76	17	574	o	454	3.59	5.66	8.00	36	0.989	1.011	0	68	1111	2251
76	17	610	n	488	3.70	6.00	10.00	40	1.032	0.990	0	93	1147	2251
76	17	650	e	515	3.70	6.00	10.00	38	1.012	1.019	0	112	1187	2251
76	17	688	t	400	3.48	5.66	8.49	33	0.992	1.028	0	96	1225	2251
76	17	721	a	519	3.38	5.66	7.21	40	1.040	1.255	1	71	1258	2251
76	17	761	r	416	3.66	6.00	8.00	37	1.027	1.000	0	48	1298	2251
76	17	798	y	574	3.82	6.00	10.77	40	0.980	0.981	0	15	1335	2251
76	17	862	d	470	3.27	5.66	8.25	36	0.952	1.262	1	33	1399	2251
76	17	898	e	496	3.61	5.83	8.94	34	0.974	0.990	0	112	1435	2251
76	17	932	f	647	3.50	6.00	8.49	35	1.366	1.000	0	16	1469	2251
76	17	967	i	89	3.40	6.00	6.00	21	0.266	1.000	0	71	1504	2251
76	17	988	b	483	3.42	5.66	8.00	31	1.009	0.975	0	18	1525	2251
76	17	1019	r	408	3.58	6.00	8.25	37	1.007	1.000	0	48	1556	2251
76	17	1056	i	347	3.48	6.00	8.00	30	1.038	1.000	0	71	1593	2251
76	17	1086	l	412	3.58	6.00	8.00	34	1.109	1.000	0	53	1623	2251
76	17	1120	l	400	3.49	6.00	8.00	35	1.077	1.000	0	53	1657	2251
76	17	1155	a	498	3.23	4.47	7.21	40	0.998	0.992	0	71	1692	2251
76	17	1195	t	370	3.39	5.66	8.49	30	0.917	1.028	0	96	1732	2251
76	17	1225	o	428	3.45	5.66	6.32	33	0.933	1.011	0	68	1762	2251
76	17	1258	r	414	3.63	6.00	8.49	36	1.022	1.000	0	48	1795	2251
76	17	1316	t	368	3.34	5.66	8.49	31	0.912	1.028	0	96	1853	2251
76	17	1347	o	427	3.44	5.66	7.21	34	0.930	1.011	0	68	1884	2251
76	17	1404	t	381	3.39	5.66	8.49	32	0.945	1.028	0	96	1941	2251
76	17	1436	h	495	3.23	5.66	8.00	42	0.947	1.252	1	46	1973	2251
76	17	1478	e	485	3.55	5.66	8.94	34	0.953	0.960	0	112	2015	2251
76	17	1536	t	377	3.33	5.66	8.49	32	0.935	1.028	0	96	2073	2251
76	17	1568	r	415	3.62	6.00	8.00	37	1.025	1.000	0	48	2105	2251
76	17	1605	e	478	3.48	5.66	8.94	37	0.939	0.960	0	112	2142	2251
76	17	1642	a	487	3.25	4.95	7.21	41	0.976	1.097	0	71	2179	2251
76	17	1683	s	537	3.80	6.00	10.00	34	1.055	0.999	0	54	2220	2251
76	17	1717	u	509	3.69	6.00	8.00	43	1.011	1.000	0	34	2254	2251
76	17	1760	r	415	3.66	6.00	8.49	38	1.025	1.000	0	48	2297	2251
76	17	1798	e	473	3.49	5.66	10.00	34	0.929	0.960	0	112	2335	2251
76	18	12	D	684	3.61	6.00	8.49	44	1.000	1.000	0	1	549	2816
76	18	56	o	499	3.77	6.00	8.00	38	1.087	1.073	0	68	593	2816
76	18	94	n	537	3.80	6.32	10.00	41	1.136	1.043	0	93	631	2816
76	18	135	'	208	4.73	8.00	12.00	20	1.170	0.998	0	13	672	2816
76	18	155	t	440	3.69	6.00	10.00	33	1.091	1.091	1	96	692	2816
76	18	212	b	568	3.63	6.00	8.49	37	1.186	1.034	0	18	749	2816
76	18	249	e	551	3.81	6.00	10.00	36	1.082	1.019	0	112	786	2816
76	18	285	l	474	3.90	6.00	8.49	35	1.276	1.000	0	53	822	2816
76	18	320	i	382	3.59	6.00	8.00	33	1.143	1.000	0	71	857	2816
76	18	353	e	534	3.71	6.00	10.00	34	1.049	1.019	0	112	890	2816
76	18	387	v	461	3.88	6.32	10.00	39	1.042	1.018	0	13	924	2816
76	18	426	e	539	3.76	6.00	10.00	31	1.059	1.019	0	112	963	2816
76	18	482	m	744	3.90	6.32	10.00	43	1.188	1.054	0	13	1019	2816
76	18	525	e	528	3.70	6.00	10.00	37	1.037	1.019	0	112	1062	2816
76	18	562	?	409	3.79	6.50	10.00	32	1.016	1.014	0	2	1099	2816
76	19	7	H	737	3.67	6.00	8.49	42	0.988	1.000	0	2	544	2924
76	19	49	a	539	3.58	5.73	8.00	36	1.080	1.270	1	71	586	2924
76	19	85	v	510	3.95	6.32	10.77	40	1.153	1.018	0	13	622	2924
76	19	125	e	583	3.88	6.00	10.00	34	1.145	1.019	0	112	662	2924
76	19	182	y	645	4.09	7.21	11.31	39	1.101	1.179	1	15	719	2924
76	19	221	o	495	3.71	6.00	8.00	36	1.079	1.073	0	68	758	2924
76	19	257	u	569	3.94	6.00	10.00	41	1.130	1.000	0	34	794	2924
76	19	324	s	603	4.04	6.32	10.00	34	1.185	1.053	0	54	861	2924
76	19	358	e	547	3.82	6.00	10.00	34	1.074	1.019	0	112	895	2924
76	19	392	e	535	3.73	6.00	8.94	37	1.051	1.019	0	112	929	2924
76	19	429	n	514	3.73	6.00	10.77	40	1.087	0.990	0	93	966	2924
76	19	493	t	419	3.60	6.00	10.00	32	1.039	1.091	1	96	1030	2924
76	19	525	h	556	3.36	5.66	8.00	43	1.064	1.252	1	46	1062	2924
76	19	568	e	536	3.74	6.00	10.00	34	1.053	1.019	0	112	1105	2924
76	19	627	p	604	3.52	5.66	8.49	37	1.032	0.983	0	14	1164	2924
76	19	664	r	453	3.82	6.00	8.49	36	1.118	1.000	0	48	1201	2924
76	19	700	e	522	3.65	6.00	8.49	37	1.025	1.019	0	112	1237	2924
76	19	737	s	581	3.96	6.32	8.94	34	1.142	1.053	0	54	1274	2924
76	19	771	i	368	3.54	6.00	8.00	33	1.101	1.000	0	71	1308	2924
76	19	804	d	514	3.31	5.66	8.25	38	1.041	1.262	1	33	1341	2924
76	19	842	e	511	3.64	6.00	8.94	34	1.004	1.019	0	112	1379	2924
76	19	876	n	506	3.66	6.00	10.00	40	1.070	0.990	0	93	1413	2924
76	19	916	t	408	3.48	5.66	10.00	31	1.012	1.028	0	96	1453	2924
76	19	970	o	467	3.59	5.66	7.21	33	1.018	1.011	0	68	1507	2924
76	19	1003	f	490	3.56	6.00	10.00	35	1.034	1.000	0	16	1540	2924
76	19	1061	E	1149	4.47	7.21	10.20	46	1.000	1.000	0	1	1598	2924
76	19	1107	l	666	4.98	8.00	11.31	36	1.793	1.333	1	53	1644	2924
76	19	1169	S	594	3.60	6.00	8.94	36	0.950	0.974	0	2	1706	2924
76	19	1205	a	524	3.33	5.66	7.21	41	1.050	1.255	1	71	1742	2924
76	19	1246	l	643	4.96	8.00	11.31	34	1.731	1.333	1	53	1783	2924
76	19	1280	v	748	5.44	10.00	13.42	42	1.690	1.609	1	13	1817	2924
76	19	1322	a	515	3.32	5.66	8.00	41	1.032	1.255	1	71	1859	2924
76	19	1363	d	873	4.88	8.25	12.65	38	1.769	1.840	1	33	1900	2924
76	19	1401	o	442	3.47	5.66	8.00	38	0.963	1.011	0	68	1938	2924
76	19	1439	r	438	3.75	6.00	8.49	35	1.081	1.000	0	48	1976	2924
76	20	2	t	453	3.73	6.00	10.00	32	1.123	1.091	1	96	539	3035
76	20	34	r	469	3.96	6.32	8.94	37	1.158	1.054	0	48	571	3035
76	20	71	o	504	3.81	6.00	8.00	32	1.098	1.073	0	68	608	3035
76	20	103	l	475	3.89	6.00	8.49	36	1.279	1.000	0	53	640	3035
76	20	139	l	471	3.82	6.00	8.00	35	1.268	1.000	0	53	676	3035
76	20	174	i	402	3.73	6.00	8.49	34	1.203	1.000	0	71	711	3035
76	20	208	n	539	3.83	6.32	10.00	41	1.140	1.043	0	93	745	3035
76	20	249	g	723	3.30	5.66	8.00	39	1.384	1.265	1	23	786	3035
76	20	310	t	440	3.66	6.00	10.00	32	1.091	1.091	1	96	847	3035
76	20	342	h	563	3.44	5.66	8.49	43	1.077	1.252	1	46	879	3035
76	20	385	e	541	3.77	6.00	10.00	35	1.063	1.019	0	112	922	3035
76	20	445	I	404	3.44	6.00	8.49	30	1.020	1.068	0	11	982	3035
76	20	475	n	511	3.71	6.00	10.00	40	1.081	0.990	0	93	1012	3035
76	20	515	t	416	3.51	5.66	10.00	31	1.031	1.028	0	96	1052	3035
76	20	546	e	541	3.76	6.00	10.00	35	1.063	1.019	0	112	1083	3035
76	20	581	r	445	3.86	6.00	8.94	36	1.099	1.000	0	48	1118	3035
76	20	617	n	505	3.71	6.00	10.00	42	1.068	0.990	0	93	1154	3035
76	20	659	a	571	3.42	5.66	8.00	40	1.144	1.255	1	71	1196	3035
76	20	699	t	398	3.57	5.66	10.00	27	0.987	1.028	0	96	1236	3035
76	20	726	i	368	3.60	6.00	8.49	27	1.101	1.000	0	71	1263	3035
76	20	753	o	473	3.63	6.00	8.00	36	1.031	1.073	0	68	1290	3035
76	20	789	n	511	3.67	6.00	10.00	40	1.081	0.990	0	93	1326	3035
76	20	829	a	550	3.42	5.66	8.00	41	1.102	1.255	1	71	1366	3035
76	20	870	l	459	3.79	6.00	8.94	33	1.236	1.000	0	53	1407	3035
76	20	925	M	684	3.27	5.66	8.49	46	1.033	1.000	0	5	1462	3035
76	20	971	o	463	3.55	5.66	7.21	35	1.009	1.011	0	68	1508	3035
76	20	1006	n	489	3.61	6.00	10.00	40	1.034	0.990	0	93	1543	3035
76	20	1046	e	514	3.60	5.66	8.49	36	1.010	0.960	0	112	1583	3035
76	20	1082	t	393	3.44	5.66	8.49	32	0.974	1.028	0	96	1619	3035
76	20	1114	a	538	3.38	5.66	7.21	40	1.078	1.255	1	71	1651	3035
76	20	1154	r	439	3.72	6.00	8.49	36	1.084	1.000	0	48	1691	3035
76	20	1190	y	599	3.86	6.32	10.77	39	1.023	1.034	0	15	1727	3035
76	20	1250	F	536	3.35	5.66	8.00	39	1.011	1.000	0	4	1787	3035
76	20	1289	u	521	3.67	6.00	8.00	44	1.035	1.000	0	34	1826	3035
76	20	1333	n	488	3.62	6.00	10.00	41	1.032	0.990	0	93	1870	3035
76	20	1374	d	490	3.25	5.66	7.21	37	0.993	1.262	1	33	1911	3035
76	20	1434	(	368	3.57	6.00	7.21	19	1.000	1.000	0	1	1971	3035
76	20	1453	I	387	3.34	5.66	8.00	32	0.977	1.007	0	11	1990	3035
76	20	1485	M	662	3.22	5.66	8.49	49	1.000	1.000	0	5	2022	3035
76	20	1534	F	439	3.32	5.66	8.00	34	0.828	1.000	0	4	2071	3035
76	20	1568	)	391	3.20	5.66	7.21	30	1.228	1.117	0	2	2105	3035
76	20	1622	o	448	3.46	5.66	6.32	36	0.976	1.011	0	68	2159	3035
76	20	1658	n	475	3.62	6.00	10.00	38	1.005	0.990	0	93	2195	3035
76	20	1722	T	503	3.33	5.66	8.00	37	0.921	0.943	0	3	2259	3035
76	20	1759	w	563	3.72	6.00	10.77	46	1.057	1.000	0	10	2296	3035
76	20	1805	i	374	3.44	6.00	8.00	32	1.119	1.000	0	71	2342	3035
76	20	1837	t	403	3.42	5.66	10.00	30	0.999	1.028	0	96	2374	3035
76	20	1867	t	390	3.43	5.66	8.49	31	0.967	1.028	0	96	2404	3035
76	20	1898	e	493	3.51	5.66	10.00	36	0.968	0.960	0	112	2435	3035
76	20	1934	r	429	3.73	6.00	8.25	37	1.059	1.000	0	48	2471	3035
76	20	1971	?	396	3.72	6.32	10.00	31	0.984	0.986	0	2	2508	3035
76	21	0	H	755	3.78	6.00	10.00	42	1.012	1.000	0	2	537	3143
76	21	42	e	563	3.85	6.00	10.00	34	1.106	1.019	0	112	579	3143
76	21	76	'	212	4.69	8.25	12.00	20	1.193	1.029	0	13	613	3143
76	21	96	s	632	4.16	6.32	10.00	35	1.242	1.053	0	54	633	3143
76	21	156	t	453	3.77	6.00	10.00	32	1.123	1.091	1	96	693	3143
76	21	188	a	592	3.61	6.00	8.25	39	1.186	1.331	1	71	725	3143
76	21	227	u	562	3.91	6.00	8.94	41	1.116	1.000	0	34	764	3143
76	21	268	n	529	3.80	6.32	10.00	42	1.119	1.043	0	93	805	3143
76	21	310	t	436	3.63	6.00	10.00	32	1.081	1.091	1	96	847	3143
76	21	342	i	402	3.73	6.00	10.00	31	1.203	1.000	0	71	879	3143
