address	scripthash_hex	balance_sats	balance_btc
bc1q3hcd8pl5k69tyzwp037w40skmzh48x6wuu3t33	0bddaa839bfa29667fb01bb925cd3cd225c00b257ca734c5c49399c471462ee8	2000000000	20.00000000
1Dc9whTHVdYm1jYjFpw5yxnTDqFY26iuas	0bf97543dabebf08f9d5f7fa60a5b061d586da3d0060a2c947cfb3d54deb3391	2000000547	20.00000547
362dtZvhRAcLbftU5LtuLmvH6BrWyVoL69	0c0d8ea48a4e46cc737a983641596f3c72653353faddc85f9303b918d9a6a5a9	1999900000	19.99900000
3NYovoD2ztwXA1Z6sWcrwfgfpzz1AqCdXT	0c18a1cc3098a7d4df8f579b7f1f07ed06aacd2ffcd18323603daf8ad9d4773c	2000000000	20.00000000
1CXREwpAxpb5L6LZT6dfMUbaNURiP28VXk	0c20b44e472a3c74fec5c0b216487ac0eacb0a6415d5ff09e88d6ee9b57a2952	1970184500	19.70184500
1BUqS9LkAwaqmn4ihAdgfu8D9ZcGzADt2T	0c2726fe0aea0b8ce13f0b79a6f25150fe336794e9b603acc81f367dc5e366b4	1976126588	19.76126588
1NnppXK1FMAZ7iyQvLrkas4TsAF3N8uKZ5	0c3e4662ad71a4d5d6137c93e91001497c07b2c30c6dfd289f10a83fdfac40f0	2000002188	20.00002188
18F8Fm8BqqZyHt6EZG8QX5Hx5VkKixSggd	0c4e28a77733fbaf11e28114c9a4b08702cb03d6672e28638fb1dca062c634c0	2000001094	20.00001094
bc1qc0k2njuukkw2nel948gmncv0ccz8t0px2ku5ja	0caa1e16b682b2b9e3a269bbe05bd5a29cd956d759aa83e9252a50ef76a9aaa2	2000000547	20.00000547
3JURVUvjGY7cgwAc9bVUSqUAivSq4nTyBU	0cbb4aa8acaaa7b662a8272e414fea5bbdfbfd11bd693c551c934cccefe58002	2000001094	20.00001094
15jtfscTNmXQ5YD5zPNGTC173yGjzTxYK8	0cce2d9531521324c11ac787f3bd1becfd15d7d16b54d17175a5d27d17e36fa5	2000012174	20.00012174
1LSCgWi9a4qZJnNMnY9mYYYzFEj9fCjnrs	0d088b37ae87bc3e682f0939de9ac67f8f38852fe1754dd1c5ed29548a56298e	1983978681	19.83978681
19N6PqW7oqncXrNUHfJnFywV2MNK8ajA4C	0d09e685c72f0d3ef33a4d2c1f9b1bcaaa32f449dc19614f5063ea0166656260	2000002189	20.00002189
3AoUXCsRi4RaZZzro7PD1HzEFKeHTi4FQd	0d212896c0deabb4d9a3104cd97d4b8e1efc4a82e06fe3f4c21cbf64f89a87d9	2000000000	20.00000000
3LUkbFnVn7nrX8Gziy1wiwFbH6ZsuzWcQV	0d2fc78424af2937304fa9945f7758b58c425c8bcc1dbd834b13a11f2b669c4c	2000001094	20.00001094
1BdFsCmcvRBC9x3QNvHLkPuLxAFfdx7yuA	0d5097d5d74ea0887dab3da50ab681cecbde2f422cef6cd1f0aca03d78cf4b63	2000000547	20.00000547
1Dko5URRU1mKKPYkztqTS5L5YJ2LkowRnD	0d7461d79292f6b4801c593efd9f217d0cb6c41a0f225971a72d5a9369e1c77a	2000001094	20.00001094
1AV4SYze2VwjpWuKveTKHF6rMePuhC7HDx	0d7f158478eb3e834731e8da7052a9926f6dc0d5be38a8031335e7ca6ff5f990	2000001094	20.00001094
1CDSyXAQxro4FPUoqAQb81642ruqDsUiNp	0d86ae39c18681cdc3287bc3d7558299897c82baa795896f4729d16097c14462	2000002294	20.00002294
17oBjspGXbdCFU9j2TFp11S9ecP3wwpeEq	0d88c91a9570155ef9354b7007e5e185d12c4b6eee698bcc9e905a3188e666cb	2001901641	20.01901641
148CscmTGtz7tXAaM8dAjJQouSaqgoPfgA	0dd03b702951970fbc18882862d4161692806df79f8d82edcba649ab6a0c192b	2000001094	20.00001094
1HezL2c2v1s18FWiztccPSnxSaQgtfJzcC	0dd11f54f9b24f2e383ae48d3e362fa2d31d3a40604d54819cf016895061c5e2	1996467235	19.96467235
12NxH73iX4v5Ev2aAEMAdQBtAzU5QaXyw6	0de78310ab7b2533e486bedd2a1c763fff627b1fa34d5e1fc4c773b5531db9db	2000000600	20.00000600
32B5bw2ohLfvgBva2B4X3aao9iDa7Eakp5	0df40e4dda032250cfc4246aea6fdce200df4f99c3ba0fee92c8b350767b9ac4	2030733524	20.30733524
1KByGUXoQpTMoXC3kWAwb8JVhMKhoxngdr	0dfdeb18cdc8a13442329343a0055ab497ec0cce25a558eb215ead72ad84c223	2000385019	20.00385019
3Hvro2dSNpSZZikUTKWhFqV3vgAQERpGjR	0e13c0446118ec56cc458d4545afde8c7c591791070ee899045acf28467d070e	2000001094	20.00001094
1BcmzRP4xCuafGHhWtcpawv35GwoqyH3Kc	0e30de932a811aeaf1374a80ede36720f330c3ee7f4fe720c5b84e2e48b98412	2000000600	20.00000600
18kXk7M6VoWzTH6Rv2hikWjoYJXftgXWBe	0e53a4a215da6ffd67fcec8925201950c4f2347497a14825a5b471dac1449b62	2049610094	20.49610094
14SNMwLB4mbyfgbpMXJujVFSt1Kekfgrf3	0e62404e0bed29d9f71ed6c0ca987c545e1802367728d8cb5ce01f4fa2fa4550	2000001641	20.00001641
19VPkJMzswxyeskkuwD1KBvugeJms5WMxf	0e726ac175fedb006e76a79b0fa9e8f01bbe4766ffc50b2cef5fbc56fdbc47ca	2000001094	20.00001094
1PzsmV8Xx1tK6tEoVnYCe657drnJ3P4ud2	0e7ed9b40aec321dee6288b335ef7283838e7644494ccbdacc1737537df8cd47	2001944155	20.01944155
1LWzjekygjEAd9qQfbnaGae5dCTYLYDCw5	0e8e59654b8068f7fb7b00cc2fd97c19284340dd73768e58fa2eb34aeba42390	2005001094	20.05001094
38CWouhZpCpshAjZQj1NSW8tdAfheu3a6Y	0eabd3ce1caf7dc03f58bf58f55e6b87e54bec0bcc7956ff5b28c994cc9aea2e	2000000000	20.00000000
bc1qjepyuj7jw8r8m98t933p5urmy9cpp8te4yw0ds	0eb147a458932d2cd59653f9008914e9a64ce6dd41ead3e5ade6176e11a5d7b1	2000000547	20.00000547
18DxrXU7sKNCi5DzdBVKTKinMzCvUXQGwA	0ee9c01f0cf758500f93821e2221081924923edf93d2250e285e66056db9cced	1994779689	19.94779689
17szHFiaf8zx1sCTv8DSRSJ68QTKcVG4Y3	0eea06fb50166cad85e96ea3053ed41794acd652e64096892b54bb194da59e5d	2000001094	20.00001094
1NwkK19XLCRcF67axh7VaGucDjwVU7LGt6	0f3f75c94749a7fa7f8f0a51530b5aa3439080800ef7bf5274f2e4c140ca6825	1998587760	19.98587760
1DEdFAfE6AmRdtrettWgcA1SKouyQota2D	0f4b6a70652df481391983027295c810d20ca35b85e5fc26c1cddf9f9bc7a5c8	2000000547	20.00000547
38ZchUb6UUE7eSWQgb3TKcxMYaRJiQvJoF	0f5ed2c32ba0d0d4995e85a6d0af5cf0163e75300b402f575e336a78eb6fc648	2000001094	20.00001094
1GAEiYdWhLuLApeLfLv6kX7EzPU1QVej1V	0f7e2b499ce89accbdea9a8575db1413c67a023176f64f1554b84d72ced31674	2000001200	20.00001200
15d3ATySRc65S1owpo7GTP2mcaXB5wWnQu	0f8a0bfe9e92d8f0488acbc7672ac2e9d47b14f55bc73920f04747802a09a701	2030528935	20.30528935
1NyxzdcogWGeeo9WHx889d22w9TWg4jAQ5	0fb36b7c77fc9786042f1f8acfd665b62e78c4c7f4191b35ff9b1a1bcb066b62	1955004041	19.55004041
3DeMGrcwjCEqmWsDkiwg5eba4E7RfxAcM8	0fd81e67154ff95c042e958491491317c1aa8472aedabf90eb402f350125209e	1999965022	19.99965022
1ATjA7tEudY3v55jDBuLCCSsep1kXmyuEX	1004c5b81c0c090628db7257ed105d1a1b0ba29ab44ea9089d9259493922c8c1	2000001094	20.00001094
3Ldugye9ANGXs6dRfbShjaser64byBjBdF	106fa75d7ad357fb8d6cb612791513dc957f758f473cd4bbba9b7053c6f63d1f	2000001094	20.00001094
3ERKbzYNZUBfszhqb5P7vbqK7nquNmwKsJ	108d82d5ee4d7c3638b00b9f635855fcdaf552580c15d44b17f3c91fb86f0955	1964660900	19.64660900
1Lamv5fu25zp2GL7CB99tx3GunZJ5hgfW	108f7b5df1553e39b1c6ed0c991a8455ba8c9674e369648b1bee813f03559525	1999965472	19.99965472
1GKuaZT7p4tvgUCKpuh3Dc9sSWev1Qz4L	10bd9a64c8f7156b5f5febf0a688b089b72e40941666bc7dac5803b6a4fcfbf3	1968325586	19.68325586
1KWdomBQDo6tuzKWUbSZMrKgYSTdQy11F6	10e9806ad465221694c69639866ec6bb426057a419b3eb0325454175466cda53	2042500547	20.42500547
34aFx6oMoeBd4EHfFg4z6ysV7pnzP9PkqZ	10ff5b4c9bd78c34c9bc0b8241fc65acee12551910a2c1373df6b414587dac98	2000001641	20.00001641
1BcErcoAv8bB7UAcoyQYZf8MqwWUWe4u9M	110702733a0cc89e3a37f8abfe6669d3a01ff123c9ab06a4a5705fa482ad58c5	2000000547	20.00000547
1PzuEidq6P3VttHMHYzqBFTWAirD8im8Au	1111e46ea55d807ff3a6efb1a9689747e0b663998ea9d5281c224710524d3fa6	2029900000	20.29900000
3JJme5L5sANLiYRnCUreyiagRyVNLyL37s	11186be31aaa04a9c733b5295f6b846b846e6cdf9227dec2b7b8efd0065432f1	2013687749	20.13687749
1KFWBXY7LtDYf3nfNhZTLn5nMopqmH9Mab	111eca7724c1f612bd18affbc21cefe51a8702fe94922c5f7f2d21737687d1af	2044736035	20.44736035
31yxsZWYCmfHvPLuM9cAFCYqSQsYDg8rVd	1130adfc8326102fb97b47cd5e6a4083a8e6ab3ceda7b2fc894508b483b4f463	1998989416	19.98989416
bc1qh5c2hxmq5g2nxh8r5qr5srk4vrjq3llu4vk8yp	115834aac535c5b89eb5c228d78fe0d08d375e0a23ce82a5a7ab6ec1fe6944fa	2006286881	20.06286881
34vMMPHtsqzDWfKPiHfkYScyhkohNUrKJV	11872dd59b7545a7c37eaa00b525d9e8225a8ef8af189bb8de88abde0ce0b6b1	2000000547	20.00000547
1G4jMFn1WDGcBzP6Lb1Ug6Zupe6U4bkS2	118bc4efa7545efb1c70a543ebf70541c3a53d5ee92e14d2331c8b749cd23ba7	1999200000	19.99200000
1A9ZUC1ZsAxSaJVu32ZCvfKCEXmj8heyGo	11ca8fb533d75a70e3b92e0798c1db524ebe23688e38d4791ac1a8aa813e9e32	2032986647	20.32986647
1Ph8iLG1qdWiPRu9bGjWaRcCwkWfSWwKyJ	11dead35b697a10dc5b9c8047992270a1feec104cb39c54f8c5c31c709dc9349	1999990000	19.99990000
1Bbr2LMSXaYwHtbw9VMa7E6x1Nyc15p9Zs	11f33bc65726ba45c1dc30a461d15c1d0865173040b6727be5d4688c5ccd5c3f	2000000547	20.00000547
1JCw3PNVQuD4HayQY7XHHHk1AnHMsC5qd2	11feea39e0926ae03247366b1d292e611f4fc95db71246b5200e45eb96304d7e	2000000547	20.00000547
1DE1YGqrvUq5q7TgAqC3GfdroKTmKWDwvW	120666445d5603389f44bcfe41c35589d9d0f1bccfa4f6a9fe5e4c456bb785c7	1999916352	19.99916352
