address	funding_txid	block_height	block_time	value_sats	value_btc	script_type	priority_tier	tier_name	fr1_window	fr3_confirmed
3D3D4XNTmSBuH9dtWz8rp1Ef6JbcYkgSCg	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DJBfZ7M5JEGSniRXYrDxXNgKJfWfTN5mC	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DajvPWEf4hUmYDwBGWspCZxe6vnkNZcG2	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DgH8LPu7a6gqPnLcsjDDTZEKew5BLvq4S	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DpfEZ7zgGb7bnZuNBCQPsEBGr2LXNmSyw	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DqLCv49aFGaknEDMkZKZ3qkQT5ymKvKt2	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DzD8oFdCSRLp81xpNsb1AQYgasN9HY9hZ	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3DzYoiWRS1WLgtPryV1xtNpCAJFgFuQanD	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3E6Ub2sfSNrVn4nDBLAA8kpwoenJj2tNXu	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3E8FhzaDHoLwevn18y2oV1pfjzwq488zyV	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3E8fx2o7ZTHwem7JF6jLYadG4Evsjj9TFf	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3E9FQzhnH28fS4vK2MyqJKjTFfofHBzYXy	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3EAjLj16XDKU5o1PpWSKwpR2BvqXLc8u47	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3ETV5TrpNhEzRt9tDQYSz2GK7VXp1pW4sa	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3EUq5nJp7SpZ2dVPhsk8iYoozs98azUrT1	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3EWukScr4Tg82rzpTVg4iAueSUnSSnYnUD	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3EdRjcrNg4yq24SRG9gYDAQd3uze6s6WxA	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3F16XkNyaBKVfg4bpBTY8JaweEidVM9Yqi	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3F6vmgRJ3Cpif3VZ7mNJvvft7msj4A8iDy	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
3FwHZUZYnQE427URugK11QVzjH6quhbJat	PENDING	PENDING	PENDING	2000000000	20.00000000	p2sh	2	exact-20 + P2SH	PENDING	PENDING
